6.002400960384153272E-01 1.508124713969741931E-02 2.993831559574842483E-05 
6.006006006006006093E-01 1.507790264824757781E-02 2.992008949782655038E-05 
6.009615384615384359E-01 1.507392032262473876E-02 2.990188359736630920E-05 
6.013229104028863237E-01 1.508167715381852209E-02 2.988369787980308835E-05 
6.016847172081829509E-01 1.507607433112393910E-02 2.986553233058480419E-05 
6.020469596628537090E-01 1.507123353024628770E-02 2.984738693520776578E-05 
6.024096385542169196E-01 1.507498444281246339E-02 2.982926167916939009E-05 
6.027727546714889417E-01 1.507583675602042900E-02 2.981115654800838865E-05 
6.031363088057901667E-01 1.507750219335730023E-02 2.979307152726639354E-05 
6.035003017501509026E-01 1.507297660370088103E-02 2.977500660252799160E-05 
6.038647342995169254E-01 1.507038713949550822E-02 2.975696175940408189E-05 
6.042296072507553628E-01 1.507143759856116767E-02 2.973893698351115389E-05 
6.045949214026602458E-01 1.507473648651130871E-02 2.972093226050249217E-05 
6.049606775559588367E-01 1.506982182716329853E-02 2.970294757604303651E-05 
6.053268765133172913E-01 1.506364050050273094E-02 2.968498291584907380E-05 
6.056935190793458768E-01 1.507485896539384820E-02 2.966703826562881702E-05 
6.060606060606060774E-01 1.506430546660774555E-02 2.964911361113488063E-05 
6.064281382656154795E-01 1.506942395411915193E-02 2.963120893812658756E-05 
6.067961165048543215E-01 1.506406530890169390E-02 2.961332423241779275E-05 
6.071645415907710452E-01 1.506667682260320017E-02 2.959545947980949656E-05 
6.075334143377886242E-01 1.506118947014739237E-02 2.957761466614621651E-05 
6.079027355623100037E-01 1.506393040262425306E-02 2.955978977729970732E-05 
6.082725060827249841E-01 1.506712454744687374E-02 2.954198479915714985E-05 
6.086427267194157720E-01 1.505852768368312264E-02 2.952419971762634517E-05 
6.090133982947625313E-01 1.505866494459086498E-02 2.950643451865764925E-05 
6.093845216331504888E-01 1.505858909768740574E-02 2.948868918820265813E-05 
6.097560975609755962E-01 1.506542788846224230E-02 2.947096371225730495E-05 
6.101281269066503032E-01 1.505746252434201314E-02 2.945325807681222041E-05 
6.105006105006104411E-01 1.505715300503241046E-02 2.943557226791668717E-05 
6.108735491753206626E-01 1.505675610460828831E-02 2.941790627163324564E-05 
6.112469437652811033E-01 1.505450761353281479E-02 2.940026007402205438E-05 
6.116207951070337101E-01 1.505705150628133121E-02 2.938263366121272865E-05 
6.119951040391676811E-01 1.505575383306803454E-02 2.936502701931763135E-05 
6.123698714023270151E-01 1.504933476610826985E-02 2.934744013450359636E-05 
6.127450980392157298E-01 1.505522149185941662E-02 2.932987299293052206E-05 
6.131207847946046341E-01 1.505272152495113619E-02 2.931232558081862914E-05 
6.134969325153374342E-01 1.505513982290754282E-02 2.929479788437895304E-05 
6.138735420503376172E-01 1.504936628282104068E-02 2.927728988987626161E-05 
6.142506142506142242E-01 1.505865680909002774E-02 2.925980158356403682E-05 
6.146281499692686223E-01 1.504777344754407685E-02 2.924233295176352666E-05 
6.150061500615006116E-01 1.505220322819105991E-02 2.922488398077433236E-05 
6.153846153846154188E-01 1.504640732001140402E-02 2.920745465695736675E-05 
6.157635467980295818E-01 1.504971913910416008E-02 2.919004496667429148E-05 
6.161429451632778331E-01 1.505005427248571649E-02 2.917265489632123225E-05 
6.165228113440197610E-01 1.506552778627176167E-02 2.915528443230930387E-05 
6.169031462060456938E-01 1.506128122934518969E-02 2.913793356108991618E-05 
6.172839506172839164E-01 1.505241494505519737E-02 2.912060226913130789E-05 
6.176652254478072201E-01 1.505272358034315770E-02 2.910329054289933923E-05 
6.180469715698392319E-01 1.505548986086877733E-02 2.908599836894332690E-05 
6.184291898577611857E-01 1.504904639327192019E-02 2.906872573377173013E-05 
6.188118811881188064E-01 1.504447740945127204E-02 2.905147262395807041E-05 
6.191950464396285270E-01 1.504503716588453943E-02 2.903423902608539330E-05 
6.195786864931847049E-01 1.504362214967693880E-02 2.901702492676336151E-05 
6.199628022318660614E-01 1.505029641665819873E-02 2.899983031263316771E-05 
6.203473945409430090E-01 1.505582236674821335E-02 2.898265517034050740E-05 
6.207324643078833137E-01 1.505114203846469149E-02 2.896549948657252307E-05 
6.211180124223601995E-01 1.505002845284914362E-02 2.894836324803876974E-05 
6.215040397762585656E-01 1.504852430604108372E-02 2.893124644146422857E-05 
6.218905472636816478E-01 1.505028791732258842E-02 2.891414905360616624E-05 
6.222775357809583463E-01 1.504766145004632523E-02 2.889707107123927796E-05 
6.226650062266499974E-01 1.504312825753174702E-02 2.888001248116848111E-05 
6.230529595015575905E-01 1.504306286860558617E-02 2.886297327022201015E-05 
6.234413965087282072E-01 1.503943502500234251E-02 2.884595342524056791E-05 
6.238303181534622377E-01 1.504619042709265213E-02 2.882895293310193689E-05 
6.242197253433208193E-01 1.504339315045532220E-02 2.881197178072190091E-05 
6.246096189881323868E-01 1.504444557496103542E-02 2.879500995499638933E-05 
6.250000000000000000E-01 1.504329205142024804E-02 2.877806744288874177E-05 
6.253908692933083380E-01 1.504400839568786376E-02 2.876114423136796959E-05 
6.257822277847309156E-01 1.505019680235446591E-02 2.874424030741380419E-05 
6.261740763932373000E-01 1.504825679508569117E-02 2.872735565807601983E-05 
6.265664160401002158E-01 1.504769822065587723E-02 2.871049027036267609E-05 
6.269592476489027622E-01 1.504596858363146938E-02 2.869364413136541776E-05 
6.273525721455458504E-01 1.504551734728384882E-02 2.867681722816348228E-05 
6.277463904582548659E-01 1.504550390766132631E-02 2.866000954788278880E-05 
6.281407035175879949E-01 1.503901451612293938E-02 2.864322107765062184E-05 
6.285355122564424413E-01 1.504063446538853564E-02 2.862645180463518782E-05 
6.289308176100628645E-01 1.503410169827585491E-02 2.860970171602735297E-05 
6.293266205160478188E-01 1.503686641149729226E-02 2.859297079903782101E-05 
6.297229219143576362E-01 1.503342663702527705E-02 2.857625904089819031E-05 
6.301197227473219753E-01 1.503625700234834800E-02 2.855956642887724734E-05 
6.305170239596469273E-01 1.503521970501720331E-02 2.854289295025145271E-05 
6.309148264984227872E-01 1.503367979822246327E-02 2.852623859233265605E-05 
6.313131313131313815E-01 1.503510656165458342E-02 2.850960334245387605E-05 
6.317119393556538398E-01 1.503952476295478298E-02 2.849298718797415225E-05 
6.321112515802781440E-01 1.504052560223813340E-02 2.847639011626823156E-05 
6.325110689437065670E-01 1.503147835056646911E-02 2.845981211475023776E-05 
6.329113924050632223E-01 1.503328354298963908E-02 2.844325317084081002E-05 
6.333122229259023905E-01 1.503305632023604378E-02 2.842671327199824659E-05 
6.337135614702154029E-01 1.503617714262940087E-02 2.841019240570448470E-05 
6.341154090044387459E-01 1.502808463430929144E-02 2.839369055945117199E-05 
6.345177664974619436E-01 1.503048219245506703E-02 2.837720772077819968E-05 
6.349206349206349964E-01 1.502746657656675415E-02 2.836074387722605533E-05 
6.353240152477763747E-01 1.502716595800014480E-02 2.834429901636687502E-05 
6.357279084551811232E-01 1.502517627222518110E-02 2.832787312582025579E-05 
6.361323155216284109E-01 1.502916488614377752E-02 2.831146619318374811E-05 
6.365372374283896351E-01 1.502248130091922776E-02 2.829507820611933114E-05 
6.369426751592356384E-01 1.502708205568490177E-02 2.827870915229879610E-05 
6.373486297004461454E-01 1.502942383894270532E-02 2.826235901941964672E-05 
