6.002400960384153272E-01 1.507841939519806787E-02 2.993831559574842483E-05 
6.006006006006006093E-01 1.507505715584035733E-02 2.992008949782655038E-05 
6.009615384615384359E-01 1.507115691209419753E-02 2.990188359736630920E-05 
6.013229104028863237E-01 1.507883032840114275E-02 2.988369787980308835E-05 
6.016847172081829509E-01 1.507328710036649061E-02 2.986553233058480419E-05 
6.020469596628537090E-01 1.506846778739998755E-02 2.984738693520776578E-05 
6.024096385542169196E-01 1.507221547420453493E-02 2.982926167916939009E-05 
6.027727546714889417E-01 1.507304779154261878E-02 2.981115654800838865E-05 
6.031363088057901667E-01 1.507468336121257739E-02 2.979307152726639354E-05 
6.035003017501509026E-01 1.507021993710358151E-02 2.977500660252799160E-05 
6.038647342995169254E-01 1.506764823032235613E-02 2.975696175940408189E-05 
6.042296072507553628E-01 1.506866961619311197E-02 2.973893698351115389E-05 
6.045949214026602458E-01 1.507199754074509297E-02 2.972093226050249217E-05 
6.049606775559588367E-01 1.506714942648606365E-02 2.970294757604303651E-05 
6.053268765133172913E-01 1.506092782173410957E-02 2.968498291584907380E-05 
6.056935190793458768E-01 1.507206835005403880E-02 2.966703826562881702E-05 
6.060606060606060774E-01 1.506160209893185262E-02 2.964911361113488063E-05 
6.064281382656154795E-01 1.506673064093814497E-02 2.963120893812658756E-05 
6.067961165048543215E-01 1.506140053515004490E-02 2.961332423241779275E-05 
6.071645415907710452E-01 1.506399987716599762E-02 2.959545947980949656E-05 
6.075334143377886242E-01 1.505854466442396213E-02 2.957761466614621651E-05 
6.079027355623100037E-01 1.506133205107928509E-02 2.955978977729970732E-05 
6.082725060827249841E-01 1.506454198017097290E-02 2.954198479915714985E-05 
6.086427267194157720E-01 1.505592311396498906E-02 2.952419971762634517E-05 
6.090133982947625313E-01 1.505606563275956045E-02 2.950643451865764925E-05 
6.093845216331504888E-01 1.505596775592124396E-02 2.948868918820265813E-05 
6.097560975609755962E-01 1.506281228322631921E-02 2.947096371225730495E-05 
